away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
28.6,6,4.8,1,95.7,78.1,25,0.5,50,0.42,21,0.4,20,0.75,15,9,200,92.9,20.7,6,19,65,,8.6,6,0.42,21,0.381,8,50.8,31,0.546,22.4,17,29,0.448,13,0.55,11,"January 26, 2019",70.0,14,6.9,2,92.9,79.3,23,0.482,56,0.357,20,0.286,16,0.813,13,8,200,95.7,21.9,7,19,67,,10.0,7,0.625,35,0.4,14,49.2,30,0.527,17.1,13,21,0.286,6,0.6,12,"James A. Rhodes Arena, Akron, Ohio",NORTHERN-ILLINOIS,Northern Illinois,70.1,Home,AKRON,Akron
44.0,11,15.6,5,82.8,69.4,25,0.475,60,0.417,25,0.183,11,0.727,8,8,200,101.6,42.4,14,21,65,,9.4,6,0.4,24,0.292,7,56.5,39,0.498,16.7,13,36,0.5,18,0.619,13,"February 2, 2019",60.0,12,13.9,5,101.6,57.6,19,0.425,53,0.377,20,0.302,16,0.5,8,10,200,82.8,30.6,11,12,53,,3.1,2,0.396,21,0.238,5,43.5,30,0.437,18.9,14,32,0.469,15,0.524,11,"Convocation Center, Athens, Ohio",OHIO,Ohio,63.9,Away,AKRON,Akron
16.7,3,2.8,1,90.0,83.3,30,0.305,64,0.281,18,0.25,16,0.813,13,9,200,74.3,18.2,8,17,52,,2.9,2,0.328,21,0.143,3,47.5,38,0.363,10.1,8,43,0.349,15,0.591,13,"February 5, 2019",58.3,14,7.0,3,74.3,81.8,36,0.45,60,0.4,24,0.2,12,0.75,9,4,200,90.0,16.7,6,16,63,,4.3,3,0.4,24,0.25,6,52.5,42,0.479,12.1,9,36,0.5,18,0.826,19,"John F. Savage Hall, Toledo, Ohio",AKRON,Akron,70.2,Home,TOLEDO,Toledo
25.0,5,16.7,5,105.9,84.6,22,0.361,61,0.328,20,0.246,15,0.6,9,6,200,77.9,34.2,13,15,53,,8.8,6,0.41,25,0.16,4,54.7,35,0.389,14.0,11,36,0.444,16,0.739,17,"February 8, 2019",46.2,12,5.6,2,77.9,65.8,25,0.574,54,0.481,26,0.296,16,0.625,10,9,200,105.9,15.4,4,11,72,,11.8,8,0.444,24,0.417,10,45.3,29,0.584,16.4,12,30,0.533,16,0.609,14,"James A. Rhodes Arena, Akron, Ohio",KENT-STATE,Kent State,67.9,Home,AKRON,Akron
25.0,6,2.6,1,94.6,77.1,27,0.529,52,0.462,24,0.5,26,0.808,21,3,200,102.7,33.3,9,15,76,25,9.5,7,0.462,24,0.292,7,58.1,36,0.591,22.1,18,28,0.607,17,0.875,21,"February 12, 2019",44.8,13,10.7,3,102.7,66.7,18,0.508,65,0.446,29,0.108,7,0.571,4,10,200,94.6,22.9,8,20,70,,12.2,9,0.415,27,0.296,8,41.9,26,0.512,17.1,14,38,0.553,21,0.583,14,"James A. Rhodes Arena, Akron, Ohio",AKRON,Akron,73.8,Away,BUFFALO,Buffalo
42.1,8,13.6,6,77.0,73.0,27,0.333,63,0.302,19,0.238,15,0.933,14,11,200,75.7,15.9,7,16,56,,9.5,7,0.397,25,0.16,4,42.0,34,0.399,13.6,11,38,0.395,15,0.56,14,"February 16, 2019",42.9,9,10.5,4,75.7,84.1,37,0.369,61,0.344,21,0.262,16,0.75,12,11,200,77.0,27.0,10,15,57,,9.5,7,0.279,17,0.176,3,58.0,47,0.415,18.1,15,44,0.409,18,0.56,14,"Worthen Arena, Muncie, Indiana",AKRON,Akron,73.9,Home,BALL-STATE,Ball State
50.0,13,7.3,3,96.1,76.9,30,0.443,70,0.371,26,0.143,10,0.7,7,12,200,90.8,20.5,9,17,69,,5.3,4,0.457,32,0.313,10,47.0,39,0.462,11.8,10,38,0.421,16,0.538,14,"February 19, 2019",37.0,10,5.3,2,90.8,79.5,35,0.47,66,0.409,27,0.242,16,0.688,11,7,200,96.1,23.1,9,15,73,,6.6,5,0.379,25,0.32,8,53.0,44,0.496,14.1,12,41,0.463,19,0.731,19,"Stroh Center, Bowling Green, Ohio",AKRON,Akron,76.2,Home,BOWLING-GREEN-STATE,Bowling Green State
40.0,8,15.4,4,101.4,86.7,26,0.361,61,0.328,20,0.361,22,0.636,14,13,200,84.1,34.1,15,22,58,,10.1,7,0.361,22,0.182,4,55.4,41,0.406,15.5,13,39,0.41,16,0.519,14,"February 23, 2019",66.7,16,10.3,4,84.1,65.9,29,0.578,51,0.471,24,0.353,18,0.611,11,12,200,101.4,13.3,4,19,70,,13.0,9,0.49,25,0.44,11,44.6,33,0.588,18.1,13,26,0.5,13,0.556,15,"James A. Rhodes Arena, Akron, Ohio",MIAMI-OH,Miami (OH),69.0,Home,AKRON,Akron
60.9,14,10.5,4,110.0,65.8,25,0.466,58,0.397,23,0.224,13,0.769,10,13,200,91.4,25.0,8,18,64,,4.3,3,0.431,25,0.32,8,47.1,33,0.499,19.1,15,33,0.455,15,0.536,15,"February 26, 2019",74.1,20,18.2,6,91.4,75.0,24,0.492,63,0.429,27,0.349,22,0.682,15,3,200,110.0,34.2,13,12,77,21,8.6,6,0.397,25,0.32,8,52.9,37,0.524,9.9,8,38,0.5,19,0.893,25,"Alumni Arena, Buffalo, New York",AKRON,Akron,69.8,Home,BUFFALO,Buffalo
73.1,19,13.9,5,73.1,70.7,29,0.535,57,0.456,26,0.246,14,0.857,12,15,200,109.0,28.6,8,17,73,,16.4,11,0.421,24,0.375,9,53.6,37,0.573,13.7,10,33,0.515,17,0.464,13,"March 2, 2019",47.1,8,3.0,1,109.0,71.4,20,0.328,58,0.293,17,0.328,19,0.579,11,14,200,73.1,29.3,12,9,49,,7.5,5,0.379,22,0.182,4,46.4,32,0.366,17.4,14,36,0.361,13,0.517,15,"James A. Rhodes Arena, Akron, Ohio",AKRON,Akron,67.3,Away,OHIO,Ohio
37.5,9,6.1,2,116.7,77.8,21,0.378,74,0.324,24,0.243,18,0.611,11,10,200,85.9,20.5,9,16,67,,6.4,5,0.392,29,0.276,8,42.3,30,0.406,8.9,8,45,0.356,16,0.667,20,"March 5, 2019",48.6,18,20.0,9,85.9,79.5,35,0.688,64,0.578,37,0.156,10,0.3,3,14,200,116.7,22.2,6,18,91,,7.7,6,0.484,31,0.452,14,57.7,41,0.662,13.9,11,33,0.697,23,0.533,16,"James A. Rhodes Arena, Akron, Ohio",BOWLING-GREEN-STATE,Bowling Green State,77.7,Home,AKRON,Akron
47.8,11,0.0,0,104.6,60.6,20,0.482,57,0.404,23,0.175,10,1.0,10,15,200,100.0,28.6,8,17,65,,6.2,4,0.526,30,0.3,9,45.9,28,0.526,14.0,10,27,0.519,14,0.516,16,"March 8, 2019",48.0,12,3.7,1,100.0,71.4,20,0.438,64,0.391,25,0.234,15,0.8,12,9,200,104.6,39.4,13,17,68,,10.8,7,0.344,22,0.273,6,54.1,33,0.478,10.2,8,42,0.452,19,0.71,22,"Memorial Athletic & Convocation Center, Kent, Ohio",AKRON,Akron,64.9,Home,KENT-STATE,Kent State
14.3,2,0.0,0,112.7,90.5,19,0.295,56,0.25,14,0.554,31,0.581,18,17,200,71.8,30.2,13,15,51,,12.7,9,0.5,28,0.179,5,50.0,32,0.361,18.7,16,28,0.321,9,0.469,15,"March 11, 2019",59.3,16,25.0,7,71.8,69.8,30,0.696,51,0.529,27,0.235,12,0.75,9,15,200,112.7,9.5,2,23,80,,12.7,9,0.627,32,0.531,17,50.0,32,0.705,18.8,13,19,0.526,10,0.531,17,"James A. Rhodes Arena, Akron, Ohio",MIAMI-OH,Miami (OH),70.7,Home,AKRON,Akron
28.6,4,7.3,3,109.3,69.2,27,0.271,59,0.237,14,0.305,18,0.778,14,16,200,61.3,10.4,5,20,46,,1.3,1,0.39,23,0.174,4,36.8,32,0.34,15.2,12,36,0.278,10,0.515,17,"March 14, 2019",36.7,11,13.9,5,61.3,89.6,43,0.5,68,0.441,30,0.353,24,0.583,14,3,200,109.3,30.8,12,18,82,18,8.0,6,0.397,27,0.296,8,63.2,55,0.516,9.2,8,41,0.537,22,0.906,29,"Quicken Loans Arena, Cleveland, Ohio",AKRON,Akron,75.0,Home,BUFFALO,Buffalo
81.8,18,0.0,0,111.1,60.9,14,0.51,52,0.423,22,0.269,14,0.714,10,1,200,87.5,28.6,8,24,63,,15.3,11,0.481,25,0.36,9,43.1,22,0.537,26.5,21,27,0.481,13,0.0,0,"November 6, 2018",66.7,20,14.8,4,87.5,71.4,20,0.651,53,0.566,30,0.34,18,0.611,11,0,200,111.1,39.1,9,15,80,,15.3,11,0.396,21,0.429,9,56.9,29,0.65,24.7,20,32,0.656,21,1.0,1,"Sun Dome, Tampa, Florida",ALABAMA-AM,Alabama A&M,72.1,Home,SOUTH-FLORIDA,South Florida
50.0,11,3.2,1,144.3,60.0,12,0.472,54,0.407,22,0.111,6,0.5,3,2,201,77.1,7.4,2,14,54,,7.1,5,0.389,21,0.333,7,29.8,14,0.475,20.9,15,33,0.455,15,0.0,0,"November 10, 2018",62.2,23,15.2,5,77.1,92.6,25,0.73,61,0.607,37,0.246,15,0.8,12,0,201,144.3,40.0,8,11,101,,11.4,8,0.492,30,0.5,15,70.2,33,0.741,14.0,11,31,0.71,22,1.0,1,"Health & Physical Education Arena, Houston, Texas",ALABAMA-AM,Alabama A&M,70.1,Home,HOUSTON,Houston
43.5,10,10.5,2,105.8,81.0,17,0.398,64,0.359,23,0.203,13,0.615,8,3,200,85.5,25.0,10,16,59,,13.0,9,0.391,25,0.2,5,44.3,27,0.42,12.5,10,39,0.462,18,0.0,0,"November 12, 2018",44.0,11,15.4,6,85.5,75.0,30,0.682,44,0.568,25,0.5,22,0.591,13,1,200,105.8,19.0,4,14,73,,8.7,6,0.568,25,0.4,10,55.7,34,0.67,24.1,17,19,0.789,15,0.667,2,"Tudor Fieldhouse, Houston, Texas",ALABAMA-AM,Alabama A&M,68.8,Home,RICE,Rice
60.9,14,4.5,2,124.7,76.5,26,0.402,66,0.348,23,0.182,12,0.583,7,4,200,82.2,17.8,8,21,60,,2.7,2,0.242,16,0.438,7,43.0,34,0.418,11.2,9,50,0.32,16,0.0,0,"November 17, 2018",54.5,18,6.0,3,82.2,82.2,37,0.561,66,0.5,33,0.348,23,0.739,17,1,200,124.7,23.5,8,15,91,,5.5,4,0.333,22,0.364,8,57.0,45,0.591,5.0,4,44,0.568,25,0.8,4,"Marriott Center, Provo, Utah",ALABAMA-AM,Alabama A&M,72.8,Home,BRIGHAM-YOUNG,BYU
69.2,18,9.8,4,92.1,76.3,29,0.483,58,0.448,26,0.259,15,0.667,10,5,225,86.8,35.3,12,20,66,,6.6,5,0.276,16,0.25,4,56.9,41,0.507,25.4,22,42,0.524,22,0.0,0,"November 23, 2018",30.8,8,9.5,4,86.8,64.7,22,0.431,65,0.4,26,0.338,22,0.636,14,4,225,92.1,23.7,9,14,70,,13.2,10,0.369,24,0.167,4,43.1,31,0.464,12.8,11,41,0.537,22,0.333,2,"Prather Coliseum, Natchitoches, Louisiana",ALABAMA-AM,Alabama A&M,67.8,Home,NORTHWESTERN-STATE,Northwestern State
64.3,9,2.8,1,118.5,53.8,14,0.283,53,0.264,14,0.377,20,0.8,16,6,200,70.8,21.1,8,9,46,,6.2,4,0.302,16,0.125,2,34.4,22,0.368,15.1,11,37,0.324,12,0.0,0,"November 25, 2018",35.5,11,16.2,6,70.8,78.9,30,0.608,60,0.517,31,0.15,9,0.444,4,1,200,118.5,46.2,12,16,77,,12.3,8,0.4,24,0.458,11,65.6,42,0.599,16.9,13,36,0.556,20,0.833,5,"Rose Hill Gym, Bronx, New York",ALABAMA-AM,Alabama A&M,65.4,Home,FORDHAM,Fordham
37.9,11,5.6,2,83.8,79.4,27,0.554,56,0.518,29,0.232,13,0.385,5,2,200,98.5,32.0,8,12,67,,8.8,6,0.321,18,0.222,4,59.3,35,0.539,16.3,12,38,0.658,25,0.714,5,"November 29, 2018",66.7,14,7.9,3,98.5,68.0,17,0.43,57,0.368,21,0.281,16,0.5,8,7,200,83.8,20.6,7,12,57,,11.8,8,0.368,21,0.333,7,40.7,24,0.441,16.9,13,36,0.389,14,0.0,0,"Von Braun Center, Hunstville, Alabama",ALABAMA-AM,Alabama A&M,68.4,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
42.9,9,5.6,2,81.3,74.2,23,0.523,44,0.477,21,0.977,43,0.628,27,4,200,97.3,34.5,10,20,73,,18.7,14,0.341,15,0.267,4,55.0,33,0.567,22.2,18,29,0.586,17,0.5,4,"December 1, 2018",40.9,9,0.0,0,97.3,65.5,19,0.48,49,0.449,22,0.51,25,0.56,14,8,200,81.3,25.8,8,31,61,,9.3,7,0.265,13,0.231,3,45.0,27,0.501,29.4,25,36,0.528,19,0.0,0,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,75.2,Away,AUSTIN-PEAY,Austin Peay
42.3,11,4.3,2,77.6,73.5,25,0.569,51,0.51,26,0.529,27,0.704,19,2,200,101.3,37.5,9,17,77,,10.5,8,0.314,16,0.375,6,58.6,34,0.603,24.1,20,35,0.571,20,0.8,8,"December 9, 2018",52.2,12,0.0,0,101.3,62.5,15,0.383,64,0.359,23,0.266,17,0.588,10,9,200,77.6,26.5,9,21,59,,13.2,10,0.281,18,0.167,3,41.4,24,0.409,16.4,14,46,0.435,20,0.0,0,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,76.0,Away,SAMFORD,Samford
54.2,13,3.8,1,108.2,72.0,18,0.547,53,0.453,24,0.321,17,0.529,9,10,200,91.8,16.1,5,17,67,,9.6,7,0.34,18,0.556,10,41.1,23,0.549,22.9,18,35,0.4,14,0.0,0,"December 19, 2018",83.3,25,14.3,5,91.8,83.9,26,0.679,53,0.566,30,0.34,18,0.389,7,5,200,108.2,28.0,7,15,79,,13.7,10,0.509,27,0.444,12,58.9,33,0.642,21.8,17,26,0.692,18,0.545,6,"Mitchell Center, Mobile, Alabama",ALABAMA-AM,Alabama A&M,72.8,Home,SOUTH-ALABAMA,South Alabama
67.9,19,11.4,5,75.0,68.2,30,0.613,53,0.528,28,0.321,17,0.882,15,10,200,105.3,22.7,5,16,80,,9.2,7,0.472,25,0.36,9,53.0,35,0.655,23.9,19,28,0.679,19,0.091,1,"December 21, 2018",42.9,9,7.1,2,105.3,77.3,17,0.356,66,0.318,21,0.288,19,0.526,10,11,200,75.0,31.8,14,16,57,,19.7,15,0.333,22,0.227,5,47.0,31,0.38,16.8,15,44,0.364,16,0.0,0,"Boardwalk Hall, Atlantic City, New Jersey",ALABAMA-AM,Alabama A&M,75.6,Away,LA-SALLE,La Salle
59.1,13,5.3,2,95.7,73.0,27,0.425,60,0.367,22,0.25,15,0.533,8,8,200,84.3,28.9,11,13,59,,4.3,3,0.483,29,0.241,7,50.7,38,0.439,17.4,14,31,0.484,15,0.333,4,"December 22, 2018",48.1,13,6.5,2,84.3,71.1,27,0.492,63,0.429,27,0.175,11,0.455,5,11,200,95.7,27.0,10,15,67,,14.3,10,0.397,25,0.32,8,49.3,37,0.491,15.0,12,38,0.5,19,0.083,1,"Boardwalk Hall, Atlantic City, New Jersey",TULANE,Tulane,70.2,Home,ALABAMA-AM,Alabama A&M
45.8,11,7.7,2,101.4,68.8,22,0.5,58,0.414,24,0.121,7,0.714,5,12,200,90.0,7.7,2,18,63,,17.1,12,0.448,26,0.385,10,41.4,24,0.514,17.5,13,32,0.438,14,0.077,1,"December 29, 2018",79.2,19,12.5,4,90.0,92.3,24,0.546,54,0.444,24,0.333,18,0.667,12,5,200,101.4,31.3,10,12,71,,7.1,5,0.519,28,0.393,11,58.6,34,0.568,20.5,16,26,0.5,13,0.643,9,"Stan Sheriff Center, Honolulu, Hawaii",ALABAMA-AM,Alabama A&M,70.4,Home,HAWAII,Hawaii
79.2,19,3.6,1,137.0,64.0,16,0.546,54,0.444,24,0.204,11,0.455,5,13,200,87.7,32.3,10,19,64,,11.0,8,0.426,23,0.478,11,46.4,26,0.54,29.0,24,31,0.419,13,0.071,1,"December 31, 2018",70.6,24,12.9,4,87.7,67.7,21,0.728,57,0.596,34,0.386,22,0.773,17,7,200,137.0,36.0,9,10,100,,15.1,11,0.509,29,0.517,15,53.6,30,0.741,18.4,15,28,0.679,19,0.5,7,"Firestone Fieldhouse, Malibu, California",ALABAMA-AM,Alabama A&M,73.3,Home,PEPPERDINE,Pepperdine
4.5,1,10.7,6,79.7,66.7,30,0.387,62,0.355,22,0.242,15,0.4,6,10,225,84.4,47.2,17,16,54,,4.7,3,0.306,19,0.211,4,58.0,47,0.391,11.6,9,43,0.419,18,0.286,4,"January 5, 2019",23.8,5,2.3,1,84.4,52.8,19,0.319,69,0.304,21,0.203,14,0.5,7,14,225,79.7,33.3,15,18,51,,20.3,13,0.188,13,0.154,2,42.0,34,0.337,7.4,6,56,0.339,19,0.067,1,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,56.8,Away,JACKSON-STATE,Jackson State
50.0,8,12.5,4,87.8,85.7,24,0.352,54,0.296,16,0.63,34,0.647,22,9,225,81.1,26.7,12,23,60,,6.8,5,0.444,24,0.25,6,49.3,36,0.428,16.9,14,30,0.333,10,0.4,6,"January 7, 2019",66.7,14,6.7,2,81.1,73.3,33,0.5,48,0.438,21,0.583,28,0.607,17,14,225,87.8,14.3,4,24,65,,6.8,5,0.333,16,0.375,6,50.7,37,0.53,23.0,18,32,0.469,15,0.125,2,"Elmore Health Science Building , Normal, Alabama",GRAMBLING,Grambling,65.5,Home,ALABAMA-AM,Alabama A&M
12.5,3,3.3,1,107.5,66.7,20,0.422,64,0.375,24,0.188,12,0.75,9,15,200,94.0,44.1,15,15,63,,4.5,3,0.297,19,0.316,6,54.7,35,0.452,16.8,14,45,0.4,18,0.118,2,"January 12, 2019",51.9,14,6.7,3,94.0,55.9,19,0.598,56,0.482,27,0.232,13,0.385,5,13,200,107.5,33.3,10,15,72,,10.4,7,0.464,26,0.5,13,45.3,29,0.579,17.4,13,30,0.467,14,0.188,3,"Harrison HPER Complex, Itta Bena, Mississippi",ALABAMA-AM,Alabama A&M,66.9,Home,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State
60.0,12,13.0,3,78.1,78.8,26,0.392,51,0.392,20,0.314,16,0.563,9,16,200,76.6,25.0,8,18,49,,10.9,7,0.176,9,0.0,0,52.3,34,0.418,18.3,13,42,0.476,20,0.111,2,"January 14, 2019",94.1,16,14.3,6,76.6,75.0,24,0.417,48,0.354,17,0.458,22,0.455,10,10,200,78.1,21.2,7,17,50,,15.6,10,0.521,25,0.24,6,47.7,31,0.428,17.2,12,23,0.478,11,0.375,6,"H.O. Clemmons Arena, Pine Bluff, Arkansas",ALABAMA-AM,Alabama A&M,63.5,Home,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff
37.9,11,15.2,5,80.6,75.9,22,0.517,60,0.483,29,0.25,15,0.667,10,10,200,107.5,41.9,13,12,72,,17.9,12,0.35,21,0.19,4,58.3,35,0.536,16.3,13,39,0.641,25,0.375,6,"January 19, 2019",36.4,8,0.0,0,107.5,58.1,18,0.5,50,0.44,22,0.18,9,0.444,4,17,200,80.6,24.1,7,16,54,,10.4,7,0.34,17,0.353,6,41.7,25,0.497,27.0,20,33,0.485,16,0.105,2,"Bill Harris Arena, Birmingham, Alabama",ALABAMA-AM,Alabama A&M,67.2,Away,ALABAMA-STATE,Alabama State
47.6,10,10.8,4,93.2,70.8,17,0.5,46,0.457,21,0.674,31,0.516,16,17,200,84.9,28.6,8,17,62,,16.4,12,0.326,15,0.267,4,48.1,25,0.51,24.2,19,31,0.548,17,0.15,3,"January 26, 2019",52.0,13,6.5,2,84.9,71.4,20,0.539,51,0.49,25,0.333,17,0.765,13,17,200,93.2,29.2,7,19,68,,12.3,9,0.275,14,0.357,5,51.9,27,0.576,28.2,23,37,0.541,20,0.15,3,"Elmore Health Science Building , Normal, Alabama",SOUTHERN,Southern,73.4,Home,ALABAMA-AM,Alabama A&M
50.0,12,2.6,1,101.4,75.8,25,0.482,56,0.429,24,0.214,12,0.667,8,14,200,88.6,22.6,7,19,62,,10.0,7,0.429,24,0.25,6,50.0,32,0.502,19.7,15,32,0.563,18,0.3,6,"January 28, 2019",70.4,19,0.0,0,88.6,77.4,24,0.484,61,0.443,27,0.311,19,0.632,12,17,200,101.4,24.2,8,14,71,,11.4,8,0.361,22,0.227,5,50.0,32,0.507,11.5,9,39,0.564,22,0.19,4,"Elmore Health Science Building , Normal, Alabama",ALCORN-STATE,Alcorn State,70.4,Home,ALABAMA-AM,Alabama A&M
66.7,16,0.0,0,130.6,57.7,15,0.558,52,0.462,24,0.192,10,0.7,7,18,200,104.8,40.0,12,20,65,,8.1,5,0.423,22,0.455,10,48.2,27,0.573,21.0,15,30,0.467,14,0.182,4,"February 2, 2019",73.3,22,0.0,0,104.8,60.0,18,0.611,54,0.556,30,0.426,23,0.652,15,11,200,130.6,42.3,11,13,81,,12.9,8,0.204,11,0.545,6,51.8,29,0.624,14.6,11,43,0.558,24,0.476,10,"William J. Nicks Building, Prairie View, Texas",ALABAMA-AM,Alabama A&M,62.3,Home,PRAIRIE-VIEW,Prairie View
34.5,10,8.8,3,115.1,60.6,20,0.553,57,0.509,29,0.228,13,0.846,11,19,200,101.4,17.9,5,24,74,,11.0,8,0.228,13,0.385,5,41.0,25,0.586,18.2,14,44,0.545,24,0.174,4,"February 4, 2019",50.0,14,6.8,3,101.4,82.1,23,0.534,59,0.475,28,0.525,31,0.677,21,11,200,115.1,39.4,13,12,84,,8.2,6,0.424,25,0.28,7,59.0,36,0.57,15.2,13,34,0.618,21,0.5,11,"Health & Physical Education Arena, Houston, Texas",ALABAMA-AM,Alabama A&M,73.0,Home,TEXAS-SOUTHERN,Texas Southern
76.2,16,2.6,1,105.4,86.7,26,0.417,60,0.35,21,0.317,19,0.684,13,21,200,85.1,18.2,6,17,63,,5.4,4,0.3,18,0.444,8,50.8,32,0.456,12.8,10,42,0.31,13,0.125,3,"February 9, 2019",39.3,11,2.4,1,85.1,81.8,27,0.569,58,0.483,28,0.293,17,0.706,12,19,200,105.4,13.3,4,19,78,,5.4,4,0.328,19,0.526,10,49.2,31,0.59,15.5,12,39,0.462,18,0.208,5,"Elmore Health Science Building , Normal, Alabama",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,73.6,Home,ALABAMA-AM,Alabama A&M
52.4,11,15.6,5,93.8,76.9,20,0.549,41,0.512,21,0.732,30,0.8,24,15,200,107.8,20.8,5,18,69,,12.5,8,0.22,9,0.333,3,50.0,25,0.624,20.5,14,32,0.563,18,0.375,9,"February 11, 2019",38.1,8,0.0,0,107.8,79.2,19,0.511,47,0.447,21,0.447,21,0.571,12,20,200,93.8,23.1,6,24,60,,10.9,7,0.319,15,0.4,6,50.0,25,0.527,18.8,13,32,0.469,15,0.2,5,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,64.1,Away,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff
48.0,12,12.9,4,103.0,75.8,25,0.491,58,0.431,25,0.155,9,0.556,5,21,200,93.9,22.6,7,20,62,,9.1,6,0.31,18,0.389,7,50.0,32,0.498,15.1,11,40,0.45,18,0.192,5,"February 16, 2019",65.0,13,10.0,4,93.9,77.4,24,0.5,51,0.392,20,0.471,24,0.708,17,13,200,103.0,24.2,8,11,68,,13.6,9,0.392,20,0.55,11,50.0,32,0.545,15.2,11,31,0.29,9,0.435,10,"Dunn-Oliver Acadome, Montgomery, Alabama",ALABAMA-AM,Alabama A&M,65.8,Home,ALABAMA-STATE,Alabama State
42.1,8,12.1,4,98.3,65.4,17,0.459,49,0.388,19,0.122,6,0.667,4,22,200,81.7,26.9,7,11,49,,5.0,3,0.408,20,0.35,7,46.2,24,0.473,24.8,17,29,0.414,12,0.185,5,"February 23, 2019",52.2,12,3.4,1,81.7,73.1,19,0.491,53,0.434,23,0.189,10,0.7,7,22,200,98.3,34.6,9,9,59,,11.7,7,0.377,20,0.3,6,53.8,28,0.511,14.8,10,33,0.515,17,0.185,5,"F. G. Clark Activity Center, Baton Rouge, Louisiana",ALABAMA-AM,Alabama A&M,60.3,Home,SOUTHERN,Southern
42.9,9,8.6,3,100.0,51.4,18,0.44,50,0.42,21,0.3,15,0.733,11,23,200,90.2,25.0,7,18,55,,18.0,11,0.26,13,0.154,2,39.7,25,0.481,16.3,11,37,0.514,19,0.179,5,"February 25, 2019",47.6,10,8.1,3,90.2,75.0,21,0.49,49,0.429,21,0.49,24,0.542,13,17,200,100.0,48.6,17,13,61,,13.1,8,0.286,14,0.429,6,60.3,38,0.505,22.2,17,35,0.429,15,0.37,10,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALABAMA-AM,Alabama A&M,60.8,Home,ALCORN-STATE,Alcorn State
56.0,14,2.5,1,94.2,60.9,14,0.528,53,0.472,25,0.396,21,0.762,16,12,200,104.3,26.9,7,15,72,,11.6,8,0.415,22,0.273,6,42.9,21,0.572,16.2,12,31,0.613,19,0.571,16,"March 2, 2019",53.8,14,6.5,2,104.3,73.1,19,0.519,53,0.491,26,0.283,15,0.667,10,24,200,94.2,39.1,9,22,65,,7.2,5,0.245,13,0.231,3,57.1,28,0.541,23.2,18,40,0.575,23,0.172,5,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,68.6,Away,PRAIRIE-VIEW,Prairie View
36.4,8,6.5,3,75.3,74.3,26,0.43,57,0.386,22,0.491,28,0.607,17,11,200,81.5,22.5,9,14,66,,18.5,15,0.333,19,0.263,5,46.7,35,0.469,22.4,20,38,0.447,17,0.621,18,"March 4, 2019",57.7,15,5.3,2,81.5,77.5,31,0.458,60,0.433,26,0.167,10,0.6,6,25,200,75.3,25.7,9,20,61,,11.1,9,0.233,14,0.214,3,53.3,40,0.471,28.0,25,46,0.5,23,0.167,5,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,81.0,Away,TEXAS-SOUTHERN,Texas Southern
88.9,16,0.0,0,120.0,75.0,15,0.392,51,0.353,18,0.196,10,0.7,7,26,200,85.5,24.1,7,16,47,,9.1,5,0.314,16,0.25,4,44.9,22,0.422,12.6,8,35,0.4,14,0.161,5,"March 7, 2019",58.3,14,2.9,1,85.5,75.9,22,0.65,40,0.6,24,0.525,21,0.667,14,18,200,120.0,25.0,5,13,66,,9.1,5,0.2,8,0.5,4,55.1,27,0.66,15.5,9,32,0.625,20,0.4,12,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ALABAMA-AM,Alabama A&M,55.4,Home,JACKSON-STATE,Jackson State
47.8,11,0.0,0,104.8,59.4,19,0.373,67,0.343,23,0.134,9,0.889,8,27,200,92.1,35.9,14,16,58,,9.5,6,0.254,17,0.235,4,46.5,33,0.407,10.1,8,50,0.38,19,0.156,5,"March 9, 2019",25.0,6,8.0,4,92.1,64.1,25,0.491,54,0.444,24,0.315,17,0.765,13,15,200,104.8,40.6,13,9,66,,1.6,1,0.222,12,0.417,5,53.5,38,0.532,16.3,12,42,0.452,19,0.516,16,"Assembly Center, Grambling, Louisiana",ALABAMA-AM,Alabama A&M,63.2,Home,GRAMBLING,Grambling
